,JNJ,ABBV,LLY,MSFT,NVDA,AVGO,NEE,PLD,CCI,PSA
2020-05-06,140.61111450195312,78.62965393066406,151.45870971679688,179.24366760253906,74.29176330566406,247.84886169433594,53.4708251953125,83.30811309814453,145.79119873046875,165.66835021972656
2020-05-07,140.14584350585938,77.52505493164062,147.87237548828125,180.28453063964844,76.05805206298828,251.19818115234375,53.90788269042969,84.39090728759766,145.50900268554688,172.649169921875
2020-05-08,141.19985961914062,77.28572082519531,148.39437866210938,181.34500122070312,77.9615707397461,258.0281066894531,55.16865158081055,86.2115478515625,148.34034729003906,179.07493591308594
2020-05-11,141.58917236328125,80.91252136230469,153.26646423339844,183.36782836914062,80.48627471923828,258.375244140625,54.604312896728516,85.16705322265625,150.30630493164062,175.8667755126953
2020-05-12,139.71853637695312,83.26901245117188,152.46408081054688,179.2141876220703,77.86177825927734,251.8549346923828,54.736392974853516,80.70175170898438,145.06689453125,167.90745544433594
2020-05-13,139.70904541015625,81.805419921875,152.66708374023438,176.50404357910156,77.63725280761719,246.88253784179688,55.26231002807617,79.37939453125,144.0980224609375,166.1481475830078
2020-05-14,140.19332885742188,82.79035949707031,153.82286071777344,177.2699737548828,80.13699340820312,250.11929321289062,55.76901626586914,80.56758880615234,143.01626586914062,168.40611267089844
2020-05-15,142.85206604003906,83.49913787841797,154.6483917236328,179.85247802734375,84.7298812866211,244.3119354248047,54.7171745300293,79.80101013183594,141.2290496826172,165.55540466308594
2020-05-18,142.9280548095703,84.19872283935547,153.41494750976562,181.57086181640625,87.31944274902344,256.6208801269531,56.54228591918945,83.20270538330078,147.1175079345703,172.508056640625
2020-05-19,141.5037078857422,83.9501953125,152.19119262695312,180.31398010253906,87.87080383300781,255.1385040283203,55.35355758666992,81.14252471923828,143.5054473876953,172.7150421142578
2020-05-20,140.2312774658203,83.94098663330078,148.72390747070312,182.81507873535156,89.51234436035156,261.4525451660156,55.90349197387695,83.4805908203125,143.31729125976562,173.034912109375
2020-05-21,139.3102264404297,85.6255111694336,147.89837646484375,180.6192169189453,87.56893920898438,257.81231689453125,54.969329833984375,82.79067993164062,141.87811279296875,171.95294189453125
2020-05-22,138.03855895996094,84.77864837646484,146.81060791015625,180.69801330566406,90.07366943359375,259.5479736328125,56.158050537109375,83.89263153076172,146.92938232421875,175.4340057373047
2020-05-25,138.03855895996094,84.77864837646484,146.81060791015625,180.69801330566406,90.07366943359375,259.5479736328125,56.158050537109375,83.89263153076172,146.92938232421875,175.4340057373047
2020-05-26,138.22021484375,83.49913787841797,143.70265197753906,178.78775024414062,86.9951171875,264.5860290527344,56.268524169921875,86.25944519042969,150.11817932128906,181.0883026123047
2020-05-27,138.53573608398438,82.82718658447266,141.50767517089844,179.02406311035156,85.07415771484375,269.8117370605469,57.906314849853516,87.92676544189453,153.38221740722656,185.3125762939453
2020-05-28,140.52452087402344,82.8731918334961,146.3152618408203,178.62033081054688,84.69245910644531,265.63677978515625,60.36300277709961,89.16287994384766,158.77215576171875,189.28282165527344
2020-05-29,142.22647094726562,85.30333709716797,148.549072265625,180.44200134277344,88.56932067871094,273.26422119140625,61.371620178222656,87.67764282226562,161.942138671875,190.74107360839844
2020-06-01,140.73487854003906,83.48993682861328,148.06346130371094,180.02842712402344,87.87826538085938,272.06329345703125,61.73139572143555,89.78572082519531,163.45660400390625,192.6509246826172
2020-06-02,141.74838256835938,83.80290222167969,149.43289184570312,182.07655334472656,88.06787872314453,279.6344299316406,61.96079635620117,91.47219848632812,164.1903076171875,195.44515991210938
2020-06-03,142.13084411621094,83.66483306884766,148.14114379882812,182.5196533203125,87.51154327392578,290.3954162597656,62.680362701416016,93.25450134277344,164.19970703125,195.65216064453125
2020-06-04,140.29505920410156,85.64392852783203,146.37355041503906,180.11703491210938,87.52153778076172,289.7950439453125,60.82347869873047,89.4503402709961,157.69979858398438,188.7653350830078
2020-06-05,140.8400421142578,86.38953399658203,144.9167022705078,184.33145141601562,89.05400848388672,297.47869873046875,61.42473220825195,91.71174621582031,158.59344482421875,194.15625
2020-06-08,140.3332977294922,87.07069396972656,144.9167022705078,185.4736785888672,87.90589904785156,297.89141845703125,62.8976936340332,93.68569946289062,162.57237243652344,194.4478759765625
2020-06-09,139.55882263183594,88.52511596679688,144.83901977539062,186.8916015625,90.31195831298828,295.8274841308594,62.46063232421875,93.26407623291016,163.99273681640625,198.86032104492188
2020-06-10,141.31813049316406,89.19707489013672,146.65518188476562,193.82374572753906,93.51420593261719,295.56475830078125,62.006675720214844,92.38252258300781,163.75759887695312,193.30950927734375
2020-06-11,134.69204711914062,84.92593383789062,139.93429565429688,183.41571044921875,87.81854248046875,275.5909118652344,59.96384811401367,87.11227416992188,152.23043823242188,184.3341064453125
2020-06-12,135.91590881347656,85.11001586914062,139.40985107421875,184.8632049560547,89.1788101196289,281.6890869140625,59.62096405029297,90.51397705078125,155.68763732910156,186.7484130859375
2020-06-15,135.0553741455078,85.68074798583984,137.44796752929688,186.04481506347656,91.58737182617188,285.29168701171875,60.02180480957031,91.00569152832031,158.71861267089844,189.3338623046875
2020-06-16,138.12460327148438,88.4238510131836,158.99949645996094,190.60386657714844,90.53658294677734,291.5118408203125,59.92521286010742,93.42569732666016,160.63189697265625,189.02020263671875
2020-06-17,137.70391845703125,88.12928771972656,155.36709594726562,191.2635955810547,92.20884704589844,294.06365966796875,60.125633239746094,93.23286437988281,160.4993133544922,187.97457885742188
2020-06-18,137.1206512451172,88.58032989501953,156.43545532226562,193.3117218017578,92.02914428710938,299.00787353515625,60.10873031616211,91.68057250976562,156.52114868164062,186.55833435058594
2020-06-19,137.522216796875,89.02218627929688,155.3379669189453,192.15963745117188,92.46092987060547,286.979736328125,58.486061096191406,88.57604217529297,161.4464874267578,181.15936279296875
2020-06-22,137.1015167236328,89.53765869140625,155.8332977294922,197.49659729003906,95.11158752441406,297.18804931640625,59.6523551940918,89.24130249023438,157.55357360839844,180.85523986816406
2020-06-23,136.59475708007812,89.5744857788086,154.75521850585938,198.81605529785156,94.34534454345703,295.0648498535156,58.72753143310547,88.17111206054688,156.786376953125,178.92567443847656
2020-06-24,133.68809509277344,87.57698059082031,152.51168823242188,194.8084259033203,92.20384979248047,290.9606628417969,58.35566711425781,86.58026885986328,153.53756713867188,180.07579040527344
